tanggal_transaksi,nama_produk,kategori,total_pengeluaran
2022-04-22,electricity bill,Tagihan/Utilitas,8265.0
2022-04-22,fixed deposit,Investasi,7310.0
2022-04-22,books,Pendidikan,25456.0
2022-04-23,electricity bill,Tagihan/Utilitas,32522.0
2022-04-23,shopping,Belanja,412.0
2022-04-23,gym membership,Kesehatan,2160.0
2022-04-24,train ticket,Transportasi,3370.0
2022-04-24,atm withdrawal,Keuangan,3329.0
2022-04-24,emi payment,Tagihan/Utilitas,1670.0
2022-04-24,emi payment,Tagihan/Utilitas,9850.0
2022-04-24,atm withdrawal,Keuangan,1969.0
2022-04-24,emi payment,Tagihan/Utilitas,993.0
2022-04-24,internet bill,Tagihan/Utilitas,7482.0
2022-04-24,online course,Pendidikan,6907.0
2022-04-24,petrol,Transportasi,7250.0
2022-04-25,medicine,Kesehatan,3287.0
2022-04-25,online course,Pendidikan,3750.0
2022-04-25,shopping,Belanja,57735.0
2022-04-25,doctor consultation,Kesehatan,5534.0
2022-04-25,gym membership,Kesehatan,2813.0
2022-04-25,internet bill,Tagihan/Utilitas,8562.0
2022-04-26,internet bill,Tagihan/Utilitas,1520.0
2022-04-26,monthly rent payment,Tagihan/Utilitas,3901.0
2022-04-26,books,Pendidikan,9389.0
2022-04-26,lunch,Makanan/Minuman,2599.0
2022-04-26,monthly rent payment,Tagihan/Utilitas,46889.0
2022-04-27,electricity bill,Tagihan/Utilitas,8981.0
2022-04-27,electricity bill,Tagihan/Utilitas,3579.0
2022-04-27,internet bill,Tagihan/Utilitas,1629.0
2022-04-27,electricity bill,Tagihan/Utilitas,8716.0
2022-04-27,grocery shopping,Belanja,5707.0
2022-04-27,train ticket,Transportasi,3926.0
2022-04-28,coffee,Makanan/Minuman,1557.0
2022-04-28,lunch,Makanan/Minuman,24178.0
2022-04-28,uber ride,Transportasi,53734.0
2022-04-28,movie tickets,Hiburan,3852.0
2022-04-28,shopping,Belanja,4822.0
2022-04-29,fixed deposit,Investasi,21948.0
2022-04-29,coffee,Makanan/Minuman,42162.0
2022-04-29,train ticket,Transportasi,15292.0
2022-04-29,emi payment,Tagihan/Utilitas,3156.0
2022-04-29,restaurant dinner,Makanan/Minuman,9540.0
2022-04-30,doctor consultation,Kesehatan,865.0
2022-04-30,gym membership,Kesehatan,3077.0
2022-04-30,movie tickets,Hiburan,3243.0
2022-04-30,lunch,Makanan/Minuman,7481.0
2022-05-01,doctor consultation,Kesehatan,59002.0
2022-05-01,uber ride,Transportasi,8479.0
2022-05-01,books,Pendidikan,6162.0
2022-05-01,gym membership,Kesehatan,15359.0
2022-05-01,internet bill,Tagihan/Utilitas,3625.0
2022-05-02,uber ride,Transportasi,4502.0
2022-05-03,fixed deposit,Investasi,71489.0
2022-05-03,doctor consultation,Kesehatan,9199.0
2022-05-03,petrol,Transportasi,6264.0
2022-05-03,coffee,Makanan/Minuman,22324.0
2022-05-03,train ticket,Transportasi,5138.0
2022-05-04,monthly rent payment,Tagihan/Utilitas,753.0
2022-05-04,atm withdrawal,Keuangan,329.0
2022-05-05,electricity bill,Tagihan/Utilitas,8883.0
2022-05-05,restaurant dinner,Makanan/Minuman,3125.0
2022-05-05,restaurant dinner,Makanan/Minuman,6816.0
2022-05-05,gym membership,Kesehatan,5533.0
2022-05-05,fixed deposit,Investasi,9374.0
2022-05-05,movie tickets,Hiburan,1346.0
2022-05-05,grocery shopping,Belanja,7605.0
2022-05-05,monthly rent payment,Tagihan/Utilitas,4406.0
2022-05-06,atm withdrawal,Keuangan,8377.0
2022-05-06,train ticket,Transportasi,40009.0
2022-05-06,movie tickets,Hiburan,57399.0
2022-05-07,coffee,Makanan/Minuman,1440.0
2022-05-07,grocery shopping,Belanja,117.0
2022-05-07,gym membership,Kesehatan,845.0
2022-05-08,electricity bill,Tagihan/Utilitas,7196.0
2022-05-08,medicine,Kesehatan,5849.0
2022-05-08,doctor consultation,Kesehatan,21518.0
2022-05-08,atm withdrawal,Keuangan,8996.0
2022-05-09,medicine,Kesehatan,835.0
2022-05-09,internet bill,Tagihan/Utilitas,32174.0
2022-05-09,train ticket,Transportasi,1315.0
2022-05-09,restaurant dinner,Makanan/Minuman,3584.0
2022-05-09,movie tickets,Hiburan,396.0
2022-05-10,uber ride,Transportasi,2142.0
2022-05-10,lunch,Makanan/Minuman,36601.0
2022-05-11,medicine,Kesehatan,3634.0
2022-05-11,electricity bill,Tagihan/Utilitas,9911.0
2022-05-11,emi payment,Tagihan/Utilitas,2470.0
2022-05-11,uber ride,Transportasi,844.0
2022-05-11,coffee,Makanan/Minuman,251.0
2022-05-11,books,Pendidikan,999999.0
2022-05-11,train ticket,Transportasi,46063.0
2022-05-12,gym membership,Kesehatan,9184.0
2022-05-12,movie tickets,Hiburan,8617.0
2022-05-12,restaurant dinner,Makanan/Minuman,2161.0
2022-05-13,movie tickets,Hiburan,2952.0
2022-05-13,shopping,Belanja,1763.0
2022-05-13,grocery shopping,Belanja,301.0
2022-05-14,monthly rent payment,Tagihan/Utilitas,7032.0
2022-05-14,doctor consultation,Kesehatan,2018.0
2022-05-14,movie tickets,Hiburan,2906.0
2022-05-15,fixed deposit,Investasi,8549.0
2022-05-15,movie tickets,Hiburan,3354.0
2022-05-15,atm withdrawal,Keuangan,1192.0
2022-05-15,petrol,Transportasi,5439.0
2022-05-16,internet bill,Tagihan/Utilitas,9691.0
2022-05-16,online course,Pendidikan,9973.0
2022-05-16,shopping,Belanja,999999.0
2022-05-16,internet bill,Tagihan/Utilitas,3722.0
2022-05-16,restaurant dinner,Makanan/Minuman,5521.0
2022-05-17,atm withdrawal,Keuangan,1271.0
2022-05-17,books,Pendidikan,45403.0
2022-05-17,train ticket,Transportasi,75740.0
2022-05-17,fixed deposit,Investasi,6365.0
2022-05-17,movie tickets,Hiburan,5453.0
2022-05-17,shopping,Belanja,9477.0
2022-05-17,lunch,Makanan/Minuman,8612.0
2022-05-18,uber ride,Transportasi,7543.0
2022-05-18,monthly rent payment,Tagihan/Utilitas,3459.0
2022-05-18,fixed deposit,Investasi,8111.0
2022-05-18,lunch,Makanan/Minuman,1664.0
2022-05-18,atm withdrawal,Keuangan,7238.0
2022-05-18,fixed deposit,Investasi,38642.0
2022-05-18,shopping,Belanja,7183.0
2022-05-19,train ticket,Transportasi,413.0
2022-05-19,online course,Pendidikan,32851.0
2022-05-19,doctor consultation,Kesehatan,12915.0
2022-05-19,doctor consultation,Kesehatan,3387.0
2022-05-20,lunch,Makanan/Minuman,310817.0
2022-05-20,books,Pendidikan,5754.0
2022-05-20,train ticket,Transportasi,61181.0
2022-05-21,gym membership,Kesehatan,1517.0
2022-05-21,restaurant dinner,Makanan/Minuman,7130.0
2022-05-21,restaurant dinner,Makanan/Minuman,7678.0
2022-05-21,coffee,Makanan/Minuman,8005.0
2022-05-21,online course,Pendidikan,64689.0
2022-05-21,online course,Pendidikan,30649.0
2022-05-21,internet bill,Tagihan/Utilitas,6494.0
2022-05-22,lunch,Makanan/Minuman,9371.0
2022-05-22,lunch,Makanan/Minuman,75005.0
2022-05-22,emi payment,Tagihan/Utilitas,24568.0
2022-05-22,grocery shopping,Belanja,5023.0
2022-05-22,uber ride,Transportasi,34555.0
2022-05-22,movie tickets,Hiburan,144.0
2022-05-23,books,Pendidikan,78356.0
2022-05-23,grocery shopping,Belanja,6738.0
2022-05-23,movie tickets,Hiburan,3741.0
2022-05-23,shopping,Belanja,8658.0
2022-05-23,electricity bill,Tagihan/Utilitas,9302.0
2022-05-23,monthly rent payment,Tagihan/Utilitas,48922.0
2022-05-24,atm withdrawal,Keuangan,3463.0
2022-05-24,uber ride,Transportasi,37280.0
2022-05-24,train ticket,Transportasi,9724.0
2022-05-24,doctor consultation,Kesehatan,70958.0
2022-05-24,petrol,Transportasi,5628.0
2022-05-24,fixed deposit,Investasi,8486.0
2022-05-24,monthly rent payment,Tagihan/Utilitas,1364.0
2022-05-24,emi payment,Tagihan/Utilitas,7969.0
2022-05-24,online course,Pendidikan,23796.0
2022-05-24,internet bill,Tagihan/Utilitas,23786.0
2022-05-24,medicine,Kesehatan,5178.0
2022-05-25,restaurant dinner,Makanan/Minuman,864.0
2022-05-25,online course,Pendidikan,8847.0
2022-05-25,atm withdrawal,Keuangan,235.0
2022-05-25,uber ride,Transportasi,8044.0
2022-05-25,uber ride,Transportasi,8854.0
2022-05-25,electricity bill,Tagihan/Utilitas,6090.0
2022-05-25,emi payment,Tagihan/Utilitas,35072.0
2022-05-25,movie tickets,Hiburan,459.0
2022-05-26,restaurant dinner,Makanan/Minuman,2649.0
2022-05-26,restaurant dinner,Makanan/Minuman,3757.0
2022-05-26,emi payment,Tagihan/Utilitas,7778.0
2022-05-26,shopping,Belanja,166.0
2022-05-27,gym membership,Kesehatan,6979.0
2022-05-27,movie tickets,Hiburan,3662.0
2022-05-27,uber ride,Transportasi,3363.0
2022-05-28,fixed deposit,Investasi,3030.0
2022-05-28,atm withdrawal,Keuangan,3689.0
2022-05-28,internet bill,Tagihan/Utilitas,6817.0
2022-05-29,train ticket,Transportasi,167.0
2022-05-29,train ticket,Transportasi,251.0
2022-05-29,movie tickets,Hiburan,4955.0
2022-05-29,uber ride,Transportasi,1730.0
2022-05-29,monthly rent payment,Tagihan/Utilitas,15033.0
2022-05-29,movie tickets,Hiburan,2407.0
2022-05-29,coffee,Makanan/Minuman,9879.0
2022-05-29,gym membership,Kesehatan,4571.0
2022-05-29,petrol,Transportasi,71096.0
2022-05-29,electricity bill,Tagihan/Utilitas,4658.0
2022-05-30,online course,Pendidikan,8457.0
2022-05-30,emi payment,Tagihan/Utilitas,3745.0
2022-05-31,monthly rent payment,Tagihan/Utilitas,332.0
2022-05-31,train ticket,Transportasi,2186.0
2022-05-31,emi payment,Tagihan/Utilitas,6136.0
2022-06-01,monthly rent payment,Tagihan/Utilitas,5296.0
2022-06-01,lunch,Makanan/Minuman,2460.0
2022-06-01,doctor consultation,Kesehatan,27979.0
2022-06-01,coffee,Makanan/Minuman,882.0
2022-06-01,fixed deposit,Investasi,2348.0
2022-06-01,electricity bill,Tagihan/Utilitas,2892.0
2022-06-01,emi payment,Tagihan/Utilitas,7206.0
2022-06-02,grocery shopping,Belanja,5081.0
2022-06-02,gym membership,Kesehatan,4453.0
2022-06-02,medicine,Kesehatan,5242.0
2022-06-02,coffee,Makanan/Minuman,6492.0
2022-06-03,restaurant dinner,Makanan/Minuman,72645.0
2022-06-03,electricity bill,Tagihan/Utilitas,5612.0
2022-06-03,electricity bill,Tagihan/Utilitas,4746.0
2022-06-03,uber ride,Transportasi,4130.0
2022-06-03,atm withdrawal,Keuangan,2680.0
2022-06-03,doctor consultation,Kesehatan,62437.0
2022-06-03,gym membership,Kesehatan,4234.0
2022-06-03,movie tickets,Hiburan,7222.0
2022-06-03,gym membership,Kesehatan,9976.0
2022-06-04,medicine,Kesehatan,6870.0
2022-06-04,uber ride,Transportasi,24089.0
2022-06-04,coffee,Makanan/Minuman,2499.0
2022-06-04,medicine,Kesehatan,9790.0
2022-06-04,train ticket,Transportasi,6097.0
2022-06-05,emi payment,Tagihan/Utilitas,1298.0
2022-06-05,coffee,Makanan/Minuman,17241.0
2022-06-05,coffee,Makanan/Minuman,1621.0
2022-06-05,grocery shopping,Belanja,9636.0
2022-06-05,train ticket,Transportasi,4469.0
2022-06-05,doctor consultation,Kesehatan,3780.0
2022-06-05,petrol,Transportasi,29435.0
2022-06-06,emi payment,Tagihan/Utilitas,869.0
2022-06-06,emi payment,Tagihan/Utilitas,45903.0
2022-06-06,medicine,Kesehatan,8980.0
2022-06-06,uber ride,Transportasi,5526.0
2022-06-06,fixed deposit,Investasi,4138.0
2022-06-06,uber ride,Transportasi,8107.0
2022-06-06,emi payment,Tagihan/Utilitas,3535.0
2022-06-07,coffee,Makanan/Minuman,991.0
2022-06-07,electricity bill,Tagihan/Utilitas,4109.0
2022-06-07,atm withdrawal,Keuangan,6848.0
2022-06-07,petrol,Transportasi,993.0
2022-06-07,electricity bill,Tagihan/Utilitas,9408.0
2022-06-08,online course,Pendidikan,6739.0
2022-06-08,gym membership,Kesehatan,2502.0
2022-06-08,electricity bill,Tagihan/Utilitas,7523.0
2022-06-08,uber ride,Transportasi,25522.0
2022-06-08,online course,Pendidikan,7251.0
2022-06-08,internet bill,Tagihan/Utilitas,1124.0
2022-06-08,shopping,Belanja,4765.0
2022-06-08,books,Pendidikan,65773.0
2022-06-08,movie tickets,Hiburan,8721.0
2022-06-09,grocery shopping,Belanja,3209.0
2022-06-09,petrol,Transportasi,63348.0
2022-06-09,restaurant dinner,Makanan/Minuman,4605.0
2022-06-10,electricity bill,Tagihan/Utilitas,13222.0
2022-06-10,restaurant dinner,Makanan/Minuman,4935.0
2022-06-10,doctor consultation,Kesehatan,6691.0
2022-06-10,uber ride,Transportasi,5390.0
2022-06-10,doctor consultation,Kesehatan,36756.0
2022-06-10,uber ride,Transportasi,16911.0
2022-06-10,movie tickets,Hiburan,57854.0
2022-06-10,electricity bill,Tagihan/Utilitas,7743.0
2022-06-10,monthly rent payment,Tagihan/Utilitas,7330.0
2022-06-11,atm withdrawal,Keuangan,6108.0
2022-06-11,train ticket,Transportasi,11395.0
2022-06-11,coffee,Makanan/Minuman,6428.0
2022-06-11,restaurant dinner,Makanan/Minuman,7027.0
2022-06-12,fixed deposit,Investasi,21486.0
2022-06-12,shopping,Belanja,5547.0
2022-06-12,emi payment,Tagihan/Utilitas,3678.0
2022-06-12,monthly rent payment,Tagihan/Utilitas,2131.0
2022-06-13,restaurant dinner,Makanan/Minuman,6610.0
2022-06-13,uber ride,Transportasi,4522.0
2022-06-13,gym membership,Kesehatan,7199.0
2022-06-13,coffee,Makanan/Minuman,2456.0
2022-06-13,grocery shopping,Belanja,8204.0
2022-06-13,lunch,Makanan/Minuman,7397.0
2022-06-14,restaurant dinner,Makanan/Minuman,8931.0
2022-06-14,online course,Pendidikan,1258.0
2022-06-14,books,Pendidikan,2890.0
2022-06-15,restaurant dinner,Makanan/Minuman,61153.0
2022-06-15,movie tickets,Hiburan,4193.0
2022-06-15,coffee,Makanan/Minuman,6926.0
2022-06-15,atm withdrawal,Keuangan,4894.0
2022-06-15,monthly rent payment,Tagihan/Utilitas,8215.0
2022-06-15,grocery shopping,Belanja,5195.0
2022-06-16,atm withdrawal,Keuangan,6042.0
2022-06-17,emi payment,Tagihan/Utilitas,3769.0
2022-06-17,internet bill,Tagihan/Utilitas,4897.0
2022-06-17,lunch,Makanan/Minuman,8822.0
2022-06-17,train ticket,Transportasi,999999.0
2022-06-17,atm withdrawal,Keuangan,58508.0
2022-06-18,monthly rent payment,Tagihan/Utilitas,9771.0
2022-06-18,electricity bill,Tagihan/Utilitas,3954.0
2022-06-19,petrol,Transportasi,5466.0
2022-06-19,atm withdrawal,Keuangan,1030.0
2022-06-19,emi payment,Tagihan/Utilitas,3833.0
2022-06-19,online course,Pendidikan,3514.0
2022-06-19,books,Pendidikan,29728.0
2022-06-19,restaurant dinner,Makanan/Minuman,22245.0
2022-06-20,lunch,Makanan/Minuman,2654.0
2022-06-20,internet bill,Tagihan/Utilitas,10481.0
2022-06-20,train ticket,Transportasi,7304.0
2022-06-20,uber ride,Transportasi,27385.0
2022-06-20,internet bill,Tagihan/Utilitas,8011.0
2022-06-20,atm withdrawal,Keuangan,4504.0
2022-06-21,emi payment,Tagihan/Utilitas,6776.0
2022-06-21,movie tickets,Hiburan,39248.0
2022-06-22,doctor consultation,Kesehatan,667.0
2022-06-22,uber ride,Transportasi,9004.0
2022-06-22,emi payment,Tagihan/Utilitas,9349.0
2022-06-22,coffee,Makanan/Minuman,1506.0
2022-06-22,lunch,Makanan/Minuman,7229.0
2022-06-23,electricity bill,Tagihan/Utilitas,51333.0
2022-06-23,movie tickets,Hiburan,314.0
2022-06-23,grocery shopping,Belanja,9991.0
2022-06-23,gym membership,Kesehatan,1008.0
2022-06-23,restaurant dinner,Makanan/Minuman,31030.0
2022-06-24,gym membership,Kesehatan,2357.0
2022-06-24,petrol,Transportasi,34984.0
2022-06-24,shopping,Belanja,34091.0
2022-06-24,shopping,Belanja,7585.0
2022-06-24,doctor consultation,Kesehatan,3805.0
2022-06-24,fixed deposit,Investasi,6641.0
2022-06-24,electricity bill,Tagihan/Utilitas,63184.0
2022-06-24,gym membership,Kesehatan,44317.0
2022-06-24,coffee,Makanan/Minuman,1290.0
2022-06-24,shopping,Belanja,2962.0
2022-06-24,electricity bill,Tagihan/Utilitas,2803.0
2022-06-25,online course,Pendidikan,8199.0
2022-06-25,fixed deposit,Investasi,4114.0
2022-06-25,grocery shopping,Belanja,8851.0
2022-06-25,shopping,Belanja,9931.0
2022-06-25,online course,Pendidikan,1919.0
2022-06-26,train ticket,Transportasi,3774.0
2022-06-26,internet bill,Tagihan/Utilitas,2143.0
2022-06-26,lunch,Makanan/Minuman,2407.0
2022-06-26,restaurant dinner,Makanan/Minuman,9304.0
2022-06-26,train ticket,Transportasi,7074.0
2022-06-27,train ticket,Transportasi,1930.0
2022-06-27,medicine,Kesehatan,22952.0
2022-06-27,books,Pendidikan,6869.0
2022-06-28,grocery shopping,Belanja,7462.0
2022-06-28,internet bill,Tagihan/Utilitas,1671.0
2022-06-28,movie tickets,Hiburan,8671.0
2022-06-28,gym membership,Kesehatan,9710.0
2022-06-28,books,Pendidikan,4975.0
2022-06-28,monthly rent payment,Tagihan/Utilitas,66783.0
2022-06-29,lunch,Makanan/Minuman,7470.0
2022-06-29,shopping,Belanja,630.0
2022-06-29,atm withdrawal,Keuangan,73380.0
2022-06-29,grocery shopping,Belanja,5089.0
2022-06-30,doctor consultation,Kesehatan,23045.0
2022-06-30,emi payment,Tagihan/Utilitas,14593.0
2022-06-30,movie tickets,Hiburan,4888.0
2022-06-30,uber ride,Transportasi,66829.0
2022-06-30,doctor consultation,Kesehatan,9698.0
2022-07-01,doctor consultation,Kesehatan,5855.0
2022-07-01,internet bill,Tagihan/Utilitas,9048.0
2022-07-01,movie tickets,Hiburan,9778.0
2022-07-02,medicine,Kesehatan,8568.0
2022-07-02,books,Pendidikan,7027.0
2022-07-03,train ticket,Transportasi,8979.0
2022-07-03,train ticket,Transportasi,7186.0
2022-07-03,uber ride,Transportasi,9570.0
2022-07-03,doctor consultation,Kesehatan,2971.0
2022-07-04,coffee,Makanan/Minuman,7864.0
2022-07-04,atm withdrawal,Keuangan,1246.0
2022-07-04,grocery shopping,Belanja,8582.0
2022-07-05,uber ride,Transportasi,6146.0
2022-07-05,books,Pendidikan,13928.0
2022-07-05,coffee,Makanan/Minuman,4120.0
2022-07-05,books,Pendidikan,2478.0
2022-07-05,lunch,Makanan/Minuman,2761.0
2022-07-05,medicine,Kesehatan,8970.0
2022-07-05,shopping,Belanja,51.0
2022-07-05,gym membership,Kesehatan,24730.0
2022-07-05,atm withdrawal,Keuangan,1007.0
2022-07-05,grocery shopping,Belanja,7835.0
2022-07-05,books,Pendidikan,2926.0
2022-07-05,fixed deposit,Investasi,5855.0
2022-07-06,gym membership,Kesehatan,850.0
2022-07-06,monthly rent payment,Tagihan/Utilitas,3609.0
2022-07-06,atm withdrawal,Keuangan,41429.0
2022-07-06,gym membership,Kesehatan,6940.0
2022-07-07,grocery shopping,Belanja,9195.0
2022-07-07,gym membership,Kesehatan,4766.0
2022-07-07,coffee,Makanan/Minuman,2380.0
2022-07-07,gym membership,Kesehatan,1603.0
2022-07-07,monthly rent payment,Tagihan/Utilitas,5484.0
2022-07-08,movie tickets,Hiburan,1104.0
2022-07-08,train ticket,Transportasi,9994.0
2022-07-08,lunch,Makanan/Minuman,17353.0
2022-07-09,restaurant dinner,Makanan/Minuman,621176.0
2022-07-09,fixed deposit,Investasi,45399.0
2022-07-09,restaurant dinner,Makanan/Minuman,8890.0
2022-07-09,electricity bill,Tagihan/Utilitas,79565.0
2022-07-09,coffee,Makanan/Minuman,5196.0
2022-07-09,fixed deposit,Investasi,820.0
2022-07-10,books,Pendidikan,3549.0
2022-07-10,coffee,Makanan/Minuman,3926.0
2022-07-10,uber ride,Transportasi,8421.0
2022-07-10,electricity bill,Tagihan/Utilitas,5741.0
2022-07-11,grocery shopping,Belanja,6011.0
2022-07-11,grocery shopping,Belanja,229.0
2022-07-11,movie tickets,Hiburan,6318.0
2022-07-11,coffee,Makanan/Minuman,3787.0
2022-07-11,uber ride,Transportasi,314.0
2022-07-11,fixed deposit,Investasi,52079.0
2022-07-11,online course,Pendidikan,63429.0
2022-07-11,petrol,Transportasi,76469.0
2022-07-12,atm withdrawal,Keuangan,4434.0
2022-07-12,shopping,Belanja,17529.0
2022-07-12,grocery shopping,Belanja,77593.0
2022-07-12,coffee,Makanan/Minuman,6521.0
2022-07-12,monthly rent payment,Tagihan/Utilitas,598.0
2022-07-12,coffee,Makanan/Minuman,1590.0
2022-07-12,movie tickets,Hiburan,4960.0
2022-07-12,online course,Pendidikan,4888.0
2022-07-12,internet bill,Tagihan/Utilitas,9794.0
2022-07-13,lunch,Makanan/Minuman,4594.0
2022-07-13,grocery shopping,Belanja,6332.0
2022-07-13,medicine,Kesehatan,4876.0
2022-07-13,atm withdrawal,Keuangan,514.0
2022-07-13,atm withdrawal,Keuangan,4863.0
2022-07-13,grocery shopping,Belanja,8422.0
2022-07-13,books,Pendidikan,6818.0
2022-07-14,fixed deposit,Investasi,5784.0
2022-07-14,fixed deposit,Investasi,6861.0
2022-07-14,gym membership,Kesehatan,4780.0
2022-07-14,doctor consultation,Kesehatan,3700.0
2022-07-14,atm withdrawal,Keuangan,3015.0
2022-07-15,medicine,Kesehatan,9710.0
2022-07-15,books,Pendidikan,2499.0
2022-07-15,electricity bill,Tagihan/Utilitas,59853.0
2022-07-15,coffee,Makanan/Minuman,44898.0
2022-07-15,books,Pendidikan,3293.0
2022-07-15,coffee,Makanan/Minuman,66223.0
2022-07-16,atm withdrawal,Keuangan,5983.0
2022-07-16,monthly rent payment,Tagihan/Utilitas,11372.0
2022-07-16,petrol,Transportasi,360058.0
2022-07-16,online course,Pendidikan,1316.0
2022-07-16,movie tickets,Hiburan,2407.0
2022-07-17,lunch,Makanan/Minuman,6400.0
2022-07-17,grocery shopping,Belanja,3248.0
2022-07-17,internet bill,Tagihan/Utilitas,17401.0
2022-07-18,grocery shopping,Belanja,45429.0
2022-07-19,books,Pendidikan,47971.0
2022-07-19,books,Pendidikan,40813.0
2022-07-19,gym membership,Kesehatan,3462.0
2022-07-19,internet bill,Tagihan/Utilitas,4492.0
2022-07-19,doctor consultation,Kesehatan,7319.0
2022-07-19,shopping,Belanja,7284.0
2022-07-19,shopping,Belanja,61140.0
2022-07-20,grocery shopping,Belanja,1931.0
2022-07-20,restaurant dinner,Makanan/Minuman,9525.0
2022-07-20,medicine,Kesehatan,9364.0
2022-07-20,petrol,Transportasi,4634.0
2022-07-20,fixed deposit,Investasi,124.0
2022-07-20,shopping,Belanja,5201.0
2022-07-20,electricity bill,Tagihan/Utilitas,5193.0
2022-07-21,internet bill,Tagihan/Utilitas,7859.0
2022-07-21,internet bill,Tagihan/Utilitas,3541.0
2022-07-21,fixed deposit,Investasi,45118.0
2022-07-22,electricity bill,Tagihan/Utilitas,56804.0
2022-07-22,lunch,Makanan/Minuman,1759.0
2022-07-22,movie tickets,Hiburan,744.0
2022-07-22,petrol,Transportasi,13927.0
2022-07-22,electricity bill,Tagihan/Utilitas,2862.0
2022-07-23,gym membership,Kesehatan,999999.0
2022-07-23,medicine,Kesehatan,22788.0
2022-07-23,books,Pendidikan,1563.0
2022-07-24,online course,Pendidikan,9501.0
2022-07-24,train ticket,Transportasi,3632.0
2022-07-26,electricity bill,Tagihan/Utilitas,2061.0
2022-07-26,shopping,Belanja,7273.0
2022-07-26,shopping,Belanja,1046.0
2022-07-26,fixed deposit,Investasi,2763.0
2022-07-27,doctor consultation,Kesehatan,1050.0
2022-07-27,coffee,Makanan/Minuman,2898.0
2022-07-27,uber ride,Transportasi,38500.0
2022-07-28,train ticket,Transportasi,3002.0
2022-07-28,gym membership,Kesehatan,2392.0
2022-07-28,lunch,Makanan/Minuman,4952.0
2022-07-28,emi payment,Tagihan/Utilitas,129.0
2022-07-28,emi payment,Tagihan/Utilitas,9254.0
2022-07-29,train ticket,Transportasi,7776.0
2022-07-29,restaurant dinner,Makanan/Minuman,8147.0
2022-07-29,grocery shopping,Belanja,2352.0
2022-07-29,train ticket,Transportasi,43965.0
2022-07-29,internet bill,Tagihan/Utilitas,7059.0
2022-07-29,movie tickets,Hiburan,29590.0
2022-07-29,emi payment,Tagihan/Utilitas,6833.0
2022-07-29,grocery shopping,Belanja,9521.0
2022-07-29,internet bill,Tagihan/Utilitas,50581.0
2022-07-30,gym membership,Kesehatan,27013.0
2022-07-30,fixed deposit,Investasi,37631.0
2022-07-30,medicine,Kesehatan,7006.0
2022-07-30,lunch,Makanan/Minuman,247.0
2022-07-31,doctor consultation,Kesehatan,999999.0
2022-07-31,grocery shopping,Belanja,8840.0
2022-07-31,electricity bill,Tagihan/Utilitas,8970.0
2022-07-31,atm withdrawal,Keuangan,8149.0
2022-07-31,uber ride,Transportasi,667.0
2022-07-31,internet bill,Tagihan/Utilitas,76688.0
2022-07-31,movie tickets,Hiburan,48712.0
2022-07-31,electricity bill,Tagihan/Utilitas,320.0
2022-08-01,gym membership,Kesehatan,3600.0
2022-08-01,restaurant dinner,Makanan/Minuman,37578.0
2022-08-01,fixed deposit,Investasi,64875.0
2022-08-01,emi payment,Tagihan/Utilitas,60328.0
2022-08-01,movie tickets,Hiburan,1402.0
2022-08-02,electricity bill,Tagihan/Utilitas,8810.0
2022-08-02,electricity bill,Tagihan/Utilitas,6260.0
2022-08-02,electricity bill,Tagihan/Utilitas,519.0
2022-08-02,monthly rent payment,Tagihan/Utilitas,34663.0
2022-08-02,books,Pendidikan,1112.0
2022-08-03,atm withdrawal,Keuangan,7480.0
2022-08-03,shopping,Belanja,8760.0
2022-08-03,gym membership,Kesehatan,21929.0
2022-08-03,books,Pendidikan,20067.0
2022-08-03,uber ride,Transportasi,8247.0
2022-08-04,lunch,Makanan/Minuman,527025.0
2022-08-04,shopping,Belanja,8950.0
2022-08-04,coffee,Makanan/Minuman,4347.0
2022-08-04,coffee,Makanan/Minuman,3310.0
2022-08-04,internet bill,Tagihan/Utilitas,8183.0
2022-08-05,restaurant dinner,Makanan/Minuman,3689.0
2022-08-05,gym membership,Kesehatan,1097.0
2022-08-05,train ticket,Transportasi,20871.0
2022-08-05,lunch,Makanan/Minuman,1810.0
2022-08-05,shopping,Belanja,3054.0
2022-08-05,monthly rent payment,Tagihan/Utilitas,5624.0
2022-08-05,internet bill,Tagihan/Utilitas,4736.0
2022-08-05,uber ride,Transportasi,7834.0
2022-08-05,electricity bill,Tagihan/Utilitas,7861.0
2022-08-06,emi payment,Tagihan/Utilitas,8266.0
2022-08-06,restaurant dinner,Makanan/Minuman,3512.0
2022-08-06,online course,Pendidikan,2718.0
2022-08-07,coffee,Makanan/Minuman,30827.0
2022-08-07,train ticket,Transportasi,3013.0
2022-08-07,fixed deposit,Investasi,6991.0
2022-08-08,coffee,Makanan/Minuman,9049.0
2022-08-09,emi payment,Tagihan/Utilitas,5077.0
2022-08-09,restaurant dinner,Makanan/Minuman,4838.0
2022-08-10,grocery shopping,Belanja,9369.0
2022-08-10,restaurant dinner,Makanan/Minuman,2270.0
2022-08-10,monthly rent payment,Tagihan/Utilitas,24394.0
2022-08-10,atm withdrawal,Keuangan,4455.0
2022-08-10,internet bill,Tagihan/Utilitas,6178.0
2022-08-10,atm withdrawal,Keuangan,3002.0
2022-08-10,fixed deposit,Investasi,3999.0
2022-08-10,train ticket,Transportasi,6319.0
2022-08-11,online course,Pendidikan,2533.0
2022-08-11,online course,Pendidikan,1678.0
